City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Riyadh,SA,2022-08-06 17:16:46,24.6877,46.7219,107.74,11,66,4.25
294,Mahanoro,MG,2022-08-06 17:27:42,-19.9,48.8,66.99,89,0,5.64
295,Tessalit,ML,2022-08-06 17:27:42,20.1986,1.0114,103.66,17,75,8.28
296,Garowe,SO,2022-08-06 17:27:43,8.4054,48.4845,85.98,33,100,14.38
297,Alofi,NU,2022-08-06 17:27:43,-19.0595,-169.9187,71.49,94,100,10.36
298,Izyum,UA,2022-08-06 17:27:44,49.2088,37.2485,80.55,31,13,8.72
299,Alvdal,NO,2022-08-06 17:27:44,62.1077,10.6307,55.06,52,93,8.68
300,Sai Buri,TH,2022-08-06 17:26:12,6.7013,101.6168,81.97,81,100,5.14
301,Konosha,RU,2022-08-06 17:27:45,60.9736,40.257,70.11,70,49,5.73
302,Staryy Nadym,RU,2022-08-06 17:27:46,65.6118,72.6842,59.02,79,85,9.4
303,Yoichi,JP,2022-08-06 17:27:46,43.2039,140.7703,67.55,77,99,7.09
304,Bandarbeyla,SO,2022-08-06 17:27:46,9.4942,50.8122,77.02,82,97,30.89
305,Palana,RU,2022-08-06 17:27:47,59.1167,159.9667,47.05,91,11,9.01
306,Mogadishu,SO,2022-08-06 17:27:47,2.0371,45.3438,76.03,79,4,20.27
307,Yatou,CN,2022-08-06 17:27:48,37.15,122.3833,80.67,88,44,7.09
308,Drovyanaya,RU,2022-08-06 17:27:48,51.5833,113.0333,47.07,71,3,8.37
309,Auki,SB,2022-08-06 17:27:49,-8.7676,160.7034,76.12,88,84,4.61
310,Biak,ID,2022-08-06 17:27:49,-0.9131,122.8766,74.61,88,100,5.93
311,Puksoozero,RU,2022-08-06 17:27:50,62.5903,40.6066,73.76,59,12,8.43
312,Ordu,TR,2022-08-06 17:27:50,40.9086,37.6845,66.7,93,53,2.53
313,Saint Anthony,US,2022-08-06 17:27:51,45.0205,-93.218,75.24,94,100,8.05
314,Bua Yai,TH,2022-08-06 17:27:51,15.5855,102.4259,76.26,89,100,7.05
315,Mwanza,TZ,2022-08-06 17:27:52,-2.5167,32.9,77.81,42,81,3.2
316,Santiago,CL,2022-08-06 17:27:53,-33.4569,-70.6483,57.85,70,100,5.75
317,Sabha,LY,2022-08-06 17:27:53,27.0377,14.4283,102.25,8,0,8.32
318,Novoagansk,RU,2022-08-06 17:27:54,61.9449,76.6625,60.03,91,100,5.01
319,Kibaya,TZ,2022-08-06 17:27:55,-5.3,36.5667,62.19,53,27,10.78
320,Diamantino,BR,2022-08-06 17:27:55,-14.4086,-56.4461,97.48,16,99,7.72
321,Napasar,IN,2022-08-06 17:27:56,27.9667,73.55,93.22,51,92,4.21
322,Morant Bay,JM,2022-08-06 17:28:57,17.8815,-76.4093,87.71,69,100,12.82
323,Tiznit,MA,2022-08-06 17:28:58,29.5833,-9.5,94.8,17,44,8.93
324,Port Macquarie,AU,2022-08-06 17:24:12,-31.4333,152.9167,43.9,72,2,7.34
325,Saint-Pierre,RE,2022-08-06 17:28:59,-21.3393,55.4781,69.91,72,20,3.44
326,Takhtamygda,RU,2022-08-06 17:29:00,54.1,123.5667,48.11,92,10,2.73
327,Nador,MA,2022-08-06 17:29:01,35.174,-2.9287,86.07,74,20,9.22
328,Albert,FR,2022-08-06 17:29:01,50.0009,2.651,72.79,40,0,14.97
329,Gorodovikovsk,RU,2022-08-06 17:29:02,46.0878,41.9335,80.58,36,57,10.33
330,Haines Junction,CA,2022-08-06 17:29:02,60.7522,-137.5108,60.75,55,97,1.14
331,Fort Nelson,CA,2022-08-06 17:29:03,58.8053,-122.7002,72.99,43,20,16.11
332,Yumen,CN,2022-08-06 17:29:03,40.2833,97.2,78.75,20,97,8.19
333,Navotas,PH,2022-08-06 17:29:04,14.4167,121.2268,78.06,93,100,4.34
334,Borovsk,RU,2022-08-06 17:29:05,55.2064,36.4861,74.21,70,54,3.62
335,Gorontalo,ID,2022-08-06 17:29:06,0.5412,123.0595,74.46,92,100,1.5
336,Grindavik,IS,2022-08-06 17:29:06,63.8424,-22.4338,53.55,100,100,16.11
337,Padang,ID,2022-08-06 17:29:07,-0.9492,100.3543,77.81,86,94,3.58
338,Naze,JP,2022-08-06 17:29:08,28.3667,129.4833,77.92,83,0,4.94
339,Palmerston,AU,2022-08-06 17:29:09,-12.486,130.9833,75.18,91,3,0.0
340,Vanimo,PG,2022-08-06 17:29:09,-2.6741,141.3028,76.37,87,79,3.11
341,Bjornevatn,NO,2022-08-06 17:29:10,69.6672,29.9847,50.34,93,100,11.5
342,Sydney Mines,CA,2022-08-06 17:29:11,46.2367,-60.2177,86.11,54,40,8.05
343,Sao Jose Da Coroa Grande,BR,2022-08-06 17:29:12,-8.8978,-35.1478,79.65,64,9,8.68
344,Nioro,GM,2022-08-06 17:29:12,13.35,-15.75,85.3,70,100,7.23
345,Kolondieba,ML,2022-08-06 17:29:13,11.0882,-6.8926,84.13,67,49,5.64
346,Caceres,ES,2022-08-06 17:29:13,39.522,-6.3748,98.53,11,0,9.26
347,Sinnamary,GF,2022-08-06 17:29:14,5.3833,-52.95,86.95,57,63,10.25
348,Kudahuvadhoo,MV,2022-08-06 17:29:15,2.6708,72.8944,82.47,77,91,13.18
349,Vega De Alatorre,MX,2022-08-06 17:29:15,20.0333,-96.6333,86.67,59,29,7.96
350,Marovoay,MG,2022-08-06 17:29:15,-16.1,46.6333,71.82,58,0,7.11
351,Pochutla,MX,2022-08-06 17:29:16,15.7432,-96.4661,90.82,58,79,5.35
352,Talcahuano,CL,2022-08-06 17:27:00,-36.7167,-73.1167,51.48,100,100,2.3
353,Leningradskiy,RU,2022-08-06 17:29:17,69.3833,178.4167,37.08,91,99,1.07
354,Pajusti,EE,2022-08-06 17:29:17,59.2807,26.4119,63.09,59,100,9.64
355,Noumea,NC,2022-08-06 17:29:18,-22.2763,166.4572,75.99,99,56,4.16
356,Yangliuqing,CN,2022-08-06 17:29:19,39.1375,116.9997,80.55,90,95,5.41
357,Meulaboh,ID,2022-08-06 17:29:19,4.1363,96.1285,79.07,77,96,0.78
358,Nizwa,OM,2022-08-06 17:29:20,22.9333,57.5333,96.96,27,85,6.49
359,Ixtapa,MX,2022-08-06 17:29:21,20.7,-105.2,87.22,62,100,3.0
360,Dudinka,RU,2022-08-06 17:29:22,69.4058,86.1778,56.62,94,43,6.62
361,Natal,BR,2022-08-06 17:28:33,-5.795,-35.2094,86.22,62,75,20.71
362,Karratha,AU,2022-08-06 17:29:22,-20.7377,116.8463,64.83,51,0,9.57
363,Snyder,US,2022-08-06 17:29:23,32.7179,-100.9176,97.09,29,0,4.61
364,Novobirilyussy,RU,2022-08-06 17:29:23,56.9514,90.6661,59.04,70,76,4.88
365,Pathein,MM,2022-08-06 17:29:24,16.7833,94.7333,76.37,96,81,5.55
366,Portland,US,2022-08-06 17:27:00,45.5234,-122.6762,76.95,60,0,4.61
367,Sao Felix Do Xingu,BR,2022-08-06 17:29:25,-6.6447,-51.995,91.02,45,72,3.76
368,Howard Springs,AU,2022-08-06 17:30:25,-12.497,131.047,75.11,94,2,1.1
369,Mayo,US,2022-08-06 17:30:26,38.8876,-76.5119,89.24,77,75,11.5
370,North Bend,US,2022-08-06 17:26:01,43.4065,-124.2243,65.16,94,0,5.75
371,Lagoa Santa,BR,2022-08-06 17:30:27,-19.6272,-43.8897,88.02,36,20,5.75
372,Gardiner,US,2022-08-06 17:30:27,44.2301,-69.7753,90.88,70,40,6.91
373,Dharmadam,IN,2022-08-06 17:30:28,11.7833,75.4333,78.24,87,100,11.92
374,Baruun-Urt,MN,2022-08-06 17:30:29,46.6806,113.2792,56.82,82,97,16.22
375,Avera,US,2022-08-06 17:30:29,33.194,-82.5271,92.71,42,60,6.4
376,Ibra,OM,2022-08-06 17:30:30,22.6906,58.5334,89.47,47,60,9.69
377,Vazhiny,RU,2022-08-06 17:30:30,60.9644,34.0222,70.45,83,90,10.67
378,Lamar,US,2022-08-06 17:30:31,33.6668,-95.5836,97.99,55,75,12.66
379,Saskylakh,RU,2022-08-06 17:30:31,71.9167,114.0833,45.14,69,100,7.38
380,Poltavka,RU,2022-08-06 17:30:32,54.3663,71.7632,70.07,55,91,6.78
381,Okhotsk,RU,2022-08-06 17:30:33,59.3833,143.3,55.96,91,100,15.88
382,Gat,IL,2022-08-06 17:30:03,31.61,34.7642,83.8,100,0,8.43
383,Mana,GF,2022-08-06 17:30:35,5.6592,-53.7767,86.7,60,81,9.06
384,Monrovia,LR,2022-08-06 17:26:28,6.3005,-10.7969,78.01,75,77,11.74
385,Jega,NG,2022-08-06 17:30:36,12.2175,4.3792,85.53,62,93,8.48
386,Rockland,US,2022-08-06 17:30:09,41.1668,-74.0496,92.89,57,81,3.0
387,Thamaga,BW,2022-08-06 17:30:37,-24.6701,25.5397,67.23,20,99,4.07
388,Nicoya,CR,2022-08-06 17:30:37,10.1483,-85.452,84.24,72,31,5.19
389,Kampene,CD,2022-08-06 17:30:38,-3.6,26.6667,77.52,49,61,1.88
390,Basar,IN,2022-08-06 17:30:39,27.9833,94.6667,74.48,98,88,2.28
391,Bronnoysund,NO,2022-08-06 17:30:39,65.4625,12.1997,55.4,76,100,11.99
392,Kommunarka,RU,2022-08-06 17:30:40,55.5695,37.4893,80.74,48,0,8.95
393,Felanitx,ES,2022-08-06 17:30:40,39.4696,3.1483,92.44,60,0,7.43
394,Rabo De Peixe,PT,2022-08-06 17:30:41,37.8,-25.5833,72.91,88,75,9.22
395,Chuy,UY,2022-08-06 17:30:41,-33.6971,-53.4616,52.45,65,99,9.1
396,Zhuanghe,CN,2022-08-06 17:30:42,39.7008,122.9911,76.41,95,30,4.7
397,Qasigiannguit,GL,2022-08-06 17:30:43,68.8193,-51.1922,46.65,97,100,2.62
398,Mount Isa,AU,2022-08-06 17:30:43,-20.7333,139.5,65.97,26,100,10.36
399,Sterling,US,2022-08-06 17:30:44,39.0062,-77.4286,88.14,71,75,11.99
400,Muros,ES,2022-08-06 17:30:44,42.7762,-9.0603,87.67,68,24,1.79
401,Korla,CN,2022-08-06 17:30:45,41.7597,86.1469,88.39,25,97,11.1
402,Pendleton,US,2022-08-06 17:30:12,45.6721,-118.7886,79.2,34,0,1.01
403,Vila,PT,2022-08-06 17:30:46,42.0304,-8.1588,79.7,44,3,6.71
404,Carriedo,PH,2022-08-06 17:30:46,16.031,120.7549,76.05,89,100,4.38
405,Prainha,BR,2022-08-06 17:30:47,-1.8,-53.48,89.6,49,89,6.35
406,Thaton,MM,2022-08-06 17:30:47,16.9206,97.3714,76.28,97,100,3.56
407,Ketchikan,US,2022-08-06 17:30:48,55.3422,-131.6461,59.47,94,100,14.97
408,Ures,MX,2022-08-06 17:30:48,29.4333,-110.4,90.77,45,42,1.83
409,Port Hardy,CA,2022-08-06 17:30:28,50.6996,-127.4199,59.18,88,100,4.61
410,Port Keats,AU,2022-08-06 17:30:49,-14.25,129.55,73.38,78,7,4.7
411,Kapit,MY,2022-08-06 17:30:50,2.0167,112.9333,72.91,99,100,1.19
412,Barabash,RU,2022-08-06 17:30:50,43.2,131.4833,69.69,98,84,0.92
413,Loviisa,FI,2022-08-06 17:30:51,60.4566,26.2251,65.84,57,100,16.37
414,Malanje,AO,2022-08-06 17:30:52,-9.5402,16.341,76.71,22,3,4.68
415,Praia Da Vitoria,PT,2022-08-06 17:31:52,38.7333,-27.0667,75.76,88,40,12.3
416,Genhe,CN,2022-08-06 17:31:53,50.7833,121.5167,56.39,74,100,2.42
417,Carballo,ES,2022-08-06 17:26:58,43.213,-8.691,87.22,74,32,11.65
418,Rosarito,MX,2022-08-06 17:31:54,32.3333,-117.0333,85.62,69,11,13.49
419,Kapiri Mposhi,ZM,2022-08-06 17:31:54,-13.9652,28.6809,61.63,43,0,4.5
420,Benghazi,LY,2022-08-06 17:29:35,32.1167,20.0667,83.01,66,0,11.92
421,Antalya,TR,2022-08-06 17:31:55,36.7741,30.7178,85.08,81,40,5.75
422,Aitape,PG,2022-08-06 17:31:56,-3.1374,142.3475,76.6,88,94,3.53
423,Cap-Aux-Meules,CA,2022-08-06 17:31:56,47.3821,-61.8597,73.45,56,20,6.91
424,Pacific Grove,US,2022-08-06 17:28:28,36.6177,-121.9166,68.2,81,100,5.75
425,Cabrobo,BR,2022-08-06 17:31:57,-8.5142,-39.31,86.88,32,8,16.35
426,Phak Hai,TH,2022-08-06 17:31:58,14.4574,100.3699,77.02,89,100,6.58
427,Lufilufi,WS,2022-08-06 17:31:58,-13.8745,-171.5986,73.18,76,54,14.76
428,Rodrigues Alves,BR,2022-08-06 17:31:59,-7.738,-72.6509,84.4,46,84,2.84
429,Vienna,AT,2022-08-06 17:28:10,48.2085,16.3721,74.26,70,40,18.01
430,Port Antonio,JM,2022-08-06 17:32:00,18.18,-76.4612,85.91,65,100,13.18
431,Hervey Bay,AU,2022-08-06 17:32:00,-25.2986,152.8535,60.21,67,94,11.65
432,Bani Walid,LY,2022-08-06 17:32:01,31.7566,13.9942,87.01,28,0,15.14
433,Sibolga,ID,2022-08-06 17:32:02,1.7427,98.7792,76.44,77,63,3.91
434,Eyl,SO,2022-08-06 17:32:03,7.9803,49.8164,77.18,78,82,26.46
435,Simplicio Mendes,BR,2022-08-06 17:32:03,-7.8539,-41.9103,95.77,16,31,10.13
436,Coihaique,CL,2022-08-06 17:31:05,-45.5752,-72.0662,38.01,70,100,3.44
437,Ramos Arizpe,MX,2022-08-06 17:28:25,25.55,-100.9667,82.96,32,0,5.75
438,Marzuq,YE,2022-08-06 17:32:04,14.4,46.4667,79.47,60,92,8.75
439,Iracoubo,GF,2022-08-06 17:32:05,5.4802,-53.2011,85.15,63,69,10.76
440,Altamira,BR,2022-08-06 17:32:06,-3.2033,-52.2064,96.89,49,40,4.61
441,Moshny,UA,2022-08-06 17:32:06,49.5147,31.7476,74.88,59,0,5.79
442,Fagersta,SE,2022-08-06 17:32:07,60.0042,15.7932,64.44,56,79,5.41
443,Tura,IN,2022-08-06 17:32:07,25.5198,90.2201,74.39,97,43,1.54
444,Hoenheim,FR,2022-08-06 17:27:44,48.6222,7.7555,78.94,31,0,13.8
445,Kelvington,CA,2022-08-06 17:32:08,52.1667,-103.5343,64.67,44,19,7.31
446,Dunda,TZ,2022-08-06 17:32:08,-8.1167,34.25,66.24,46,44,7.49
447,Dahuk,IQ,2022-08-06 17:32:09,36.8695,42.994,97.21,22,0,5.79
448,Kulhudhuffushi,MV,2022-08-06 17:32:09,6.6221,73.07,80.24,85,93,17.25
449,San Ramon,US,2022-08-06 17:32:10,37.7799,-121.978,73.62,68,40,6.91
450,Gorin,RU,2022-08-06 17:32:11,51.1983,136.6669,64.76,98,97,0.51
451,Kolvereid,NO,2022-08-06 17:32:11,64.8655,11.6047,51.78,83,97,17.9
452,Luderitz,NA,2022-08-06 17:32:12,-26.6481,15.1594,60.39,68,99,7.14
453,Suleja,NG,2022-08-06 17:32:12,9.1758,7.1808,85.19,89,88,2.77
454,Arman,RU,2022-08-06 17:32:13,59.7,150.1667,51.75,96,53,0.34
455,Goroka,PG,2022-08-06 17:32:13,-6.0834,145.3873,57.83,96,96,1.1
456,Itarema,BR,2022-08-06 17:32:14,-2.9248,-39.9167,84.31,59,6,17.94
457,Rabaul,PG,2022-08-06 17:32:14,-4.1967,152.1721,77.9,82,71,9.1
458,La Tuque,CA,2022-08-06 17:31:13,47.4334,-72.7824,82.65,42,54,12.66
459,Caohai,CN,2022-08-06 17:32:15,26.8661,104.2841,58.75,96,67,4.52
460,Sioux Lookout,CA,2022-08-06 17:33:16,50.1001,-91.917,66.27,59,75,14.97
461,Frankfort,ZA,2022-08-06 17:33:16,-27.2667,28.4833,56.39,22,29,5.03
462,Contamana,PE,2022-08-06 17:33:17,-7.3333,-75.0167,93.78,41,97,2.8
463,Burgeo,CA,2022-08-06 17:30:23,47.6167,-57.6152,72.12,63,89,9.35
464,Pag,HR,2022-08-06 17:33:18,44.445,15.0575,95.58,55,0,21.88
465,Urbano Santos,BR,2022-08-06 17:33:19,-3.2078,-43.4036,94.21,33,8,5.1
466,Salisbury,GB,2022-08-06 17:30:58,51.0693,-1.7957,76.41,31,10,6.91
467,Duki,PK,2022-08-06 17:33:20,30.1541,68.5728,82.38,61,95,7.43
468,Olinda,BR,2022-08-06 17:33:20,-8.0089,-34.8553,80.33,69,40,11.5
469,Kiliya,UA,2022-08-06 17:33:21,45.4552,29.2637,75.56,60,71,6.2
470,Jaten,ID,2022-08-06 17:33:21,-7.5772,110.8975,73.0,90,79,5.28
471,Camacha,PT,2022-08-06 17:33:22,33.0833,-16.3333,71.02,64,40,11.5
472,Ugoofaaru,MV,2022-08-06 17:33:22,5.6667,73.0,80.76,84,100,16.6
473,Plouzane,FR,2022-08-06 17:33:23,48.3833,-4.6167,69.98,49,0,17.27
474,Kolokani,ML,2022-08-06 17:33:23,13.5728,-8.0339,84.96,62,82,6.8
475,Vale Da Amoreira,PT,2022-08-06 17:33:24,39.0697,-7.6985,91.72,21,0,14.5
476,Makrana,IN,2022-08-06 17:33:24,27.05,74.7167,86.99,64,90,2.8
477,Rio Grande,BR,2022-08-06 17:33:25,-32.035,-52.0986,57.31,74,84,12.17
478,Faya,SA,2022-08-06 17:33:25,18.3851,42.4509,66.31,62,99,2.44
479,Nuevitas,CU,2022-08-06 17:33:26,21.5453,-77.2644,85.51,65,93,14.41
480,Aleksandrov Gay,RU,2022-08-06 17:33:26,50.147,48.5704,82.04,27,54,11.88
481,Adrar,MR,2022-08-06 17:33:27,20.5022,-10.0711,107.55,12,56,7.58
482,Cassilandia,BR,2022-08-06 17:31:53,-19.1133,-51.7342,94.15,16,20,7.34
483,Teahupoo,PF,2022-08-06 17:33:28,-17.8333,-149.2667,67.96,78,88,23.29
484,Half Moon Bay,US,2022-08-06 17:30:25,37.4636,-122.4286,74.91,75,100,5.75
485,Taltal,CL,2022-08-06 17:33:09,-25.4,-70.4833,61.12,62,1,5.73
486,Atbasar,KZ,2022-08-06 17:33:29,51.8,68.3333,68.22,53,27,9.06
487,Matagami,CA,2022-08-06 17:32:36,49.7502,-77.6328,77.11,65,40,16.11
488,Sao Filipe,CV,2022-08-06 17:33:29,14.8961,-24.4956,78.15,85,72,8.14
489,Leeton,AU,2022-08-06 17:33:30,-34.5667,146.4,43.9,90,93,3.04
490,Vila Franca Do Campo,PT,2022-08-06 17:33:30,37.7167,-25.4333,73.81,74,49,7.96
491,Ossora,RU,2022-08-06 17:33:31,59.2353,163.0719,55.72,88,6,1.86
492,Ruston,US,2022-08-06 17:33:31,32.5232,-92.6379,92.59,52,75,10.36
493,Ponta Delgada,PT,2022-08-06 17:33:32,37.7333,-25.6667,74.12,88,75,9.22
494,Morgantown,US,2022-08-06 17:33:32,39.6295,-79.9559,86.83,73,75,3.44
495,Puerto Guzman,CO,2022-08-06 17:33:33,0.9703,-76.5858,75.94,76,100,1.3
496,Kokopo,PG,2022-08-06 17:33:34,-4.352,152.2633,75.81,85,74,7.58
497,Te Anau,NZ,2022-08-06 17:33:34,-45.4167,167.7167,43.07,95,95,3.58
498,Ola,RU,2022-08-06 17:33:35,59.5833,151.2833,51.06,93,18,3.09
499,Cerqueira Cesar,BR,2022-08-06 17:33:35,-23.0356,-49.1661,74.82,46,100,8.39
500,The Valley,AI,2022-08-06 17:33:36,18.217,-63.0578,86.83,78,72,19.51
501,Bonfim,BR,2022-08-06 17:33:36,3.0833,-59.95,87.64,59,72,5.41
502,Kovdor,RU,2022-08-06 17:33:37,67.5662,30.4758,60.93,94,100,7.25
503,Wenling,CN,2022-08-06 17:33:37,28.3669,121.36,78.33,82,80,5.91
504,Kamenka,RU,2022-08-06 17:33:38,51.3223,42.7678,72.46,36,10,7.29
505,Pangkalanbuun,ID,2022-08-06 17:33:38,-2.6833,111.6167,72.18,93,78,1.3
506,Ishim,RU,2022-08-06 17:33:39,56.1128,69.4902,63.64,76,40,6.64
507,Limbang,MY,2022-08-06 17:34:46,4.75,115.0,78.91,90,100,2.57
508,Sarangani,PH,2022-08-06 17:34:47,5.4033,125.4636,82.51,71,86,3.65
509,Kirando,TZ,2022-08-06 17:34:48,-7.4167,30.6,74.97,51,57,3.22
510,Aranos,NA,2022-08-06 17:34:49,-24.1333,19.1167,70.18,16,70,4.97
511,Nirmal,IN,2022-08-06 17:34:50,19.1,78.35,74.89,94,100,5.5
512,Nyurba,RU,2022-08-06 17:34:50,63.2842,118.3319,48.29,88,100,4.0
513,Simao,CN,2022-08-06 17:34:51,22.7886,100.9748,66.31,99,99,2.04
514,Gushi,CN,2022-08-06 17:34:52,34.6425,109.5843,86.9,59,20,3.11
515,Hokitika,NZ,2022-08-06 17:34:53,-42.7167,170.9667,50.81,91,70,3.83
516,Pitimbu,BR,2022-08-06 17:34:54,-7.4706,-34.8086,82.99,74,26,13.33
517,Santa Vitoria Do Palmar,BR,2022-08-06 17:34:54,-33.5189,-53.3681,52.81,64,97,9.22
518,Makakilo City,US,2022-08-06 17:32:50,21.3469,-158.0858,79.2,79,0,4.61
519,Qadian,IN,2022-08-06 17:34:55,31.8178,75.3919,80.67,80,22,4.47
520,Chifeng,CN,2022-08-06 17:34:56,42.2683,118.9636,74.8,84,100,4.12
521,Berlevag,NO,2022-08-06 17:34:56,70.8578,29.0864,57.2,87,100,14.97
522,Huarmey,PE,2022-08-06 17:34:57,-10.0681,-78.1522,68.11,70,81,12.3
523,Devrek,TR,2022-08-06 17:34:58,41.2192,31.9558,70.99,92,51,1.54
524,San Quintin,MX,2022-08-06 17:34:59,30.4833,-115.95,75.65,75,92,13.33
525,Lake City,US,2022-08-06 17:31:37,30.1897,-82.6393,91.62,58,75,8.05
526,Belle Fourche,US,2022-08-06 17:35:00,44.6714,-103.8522,72.5,59,95,16.46
527,Trairi,BR,2022-08-06 17:31:07,-3.2778,-39.2689,84.58,57,8,15.5
528,Shingu,JP,2022-08-06 17:35:00,33.7333,135.9833,76.73,92,18,4.47
529,Ambilobe,MG,2022-08-06 17:35:01,-13.2,49.05,70.59,72,86,3.98
530,Lebedyn,UA,2022-08-06 17:35:02,50.5852,34.4849,71.62,60,1,8.12
531,Oxford,GB,2022-08-06 17:33:17,51.7522,-1.256,76.17,32,0,5.75
532,Abu Kamal,SY,2022-08-06 17:35:02,34.4506,40.9171,103.12,17,0,7.9
533,Lingao,CN,2022-08-06 17:35:03,19.9103,109.6859,79.29,89,100,10.89
534,Rockport,US,2022-08-06 17:35:04,28.0206,-97.0544,91.44,74,0,14.97
535,Kahului,US,2022-08-06 17:31:56,20.8947,-156.47,82.85,64,0,15.01
536,Ron,IN,2022-08-06 17:35:05,15.6667,75.7333,72.39,90,100,17.65
537,El Carmen,CO,2022-08-06 17:35:05,8.5106,-73.4478,74.75,84,100,2.59
538,Hanstholm,DK,2022-08-06 17:35:06,57.1167,8.6167,57.61,76,25,20.69
539,Maiduguri,NG,2022-08-06 17:35:07,11.8464,13.1603,84.6,57,78,7.78
540,Champerico,GT,2022-08-06 17:35:07,14.3,-91.9167,88.34,74,55,4.83
541,Khingansk,RU,2022-08-06 17:35:08,49.1167,131.1833,60.66,93,98,0.45
542,Kwinana,AU,2022-08-06 17:35:08,-32.25,115.7667,55.35,72,46,17.4
543,Atar,MR,2022-08-06 17:35:09,20.5169,-13.0499,106.32,18,98,10.78
544,Saldanha,ZA,2022-08-06 17:35:09,-33.0117,17.9442,59.05,83,0,13.02
545,Melnikovo,RU,2022-08-06 17:35:10,56.5558,84.085,58.24,89,25,1.92
546,Valera,VE,2022-08-06 17:35:10,9.3178,-70.6036,82.83,74,83,2.8
547,Marsa Matruh,EG,2022-08-06 17:35:11,31.3525,27.2453,82.6,74,40,11.5
548,Grand Gaube,MU,2022-08-06 17:35:12,-20.0064,57.6608,70.2,84,11,1.99
549,Viedma,AR,2022-08-06 17:36:13,-40.8135,-62.9967,49.87,56,97,11.7
550,Tyler,US,2022-08-06 17:36:13,32.3513,-95.3011,88.65,63,75,9.22
551,Maldonado,UY,2022-08-06 17:32:26,-34.6667,-54.9167,55.22,55,98,7.92
552,Hoa Binh,VN,2022-08-06 17:36:14,20.8133,105.3383,75.99,97,100,1.9
553,Soyo,AO,2022-08-06 17:36:14,-6.1349,12.3689,68.76,82,6,8.75
554,Cerrito,CO,2022-08-06 17:36:15,6.8432,-72.694,57.72,84,100,2.62
555,Sao Mateus,BR,2022-08-06 17:36:15,-18.7161,-39.8589,79.43,61,86,10.0
556,Naraini,IN,2022-08-06 17:32:46,25.1833,80.4833,89.56,61,100,2.95
