City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ilulissat,GL,69.2167,-51.1,19.42,86,40,2.3,scattered clouds
347,Salym,RU,60.0625,71.4789,-20.49,98,6,4.45,clear sky
348,Jalu,LY,29.0331,21.5482,59.56,59,0,8.12,clear sky
349,Oksfjord,NO,70.2396,22.3479,33.98,68,13,11.86,few clouds
350,Mogadishu,SO,2.0371,45.3438,79.65,78,100,12.93,overcast clouds
351,Ust-Maya,RU,60.4167,134.5333,-16.71,96,100,0.94,overcast clouds
352,Half Moon Bay,US,37.4636,-122.4286,59.45,66,0,10.36,clear sky
353,Marzuq,YE,14.4,46.4667,58.73,61,0,2.66,clear sky
354,Macapa,BR,0.0389,-51.0664,82.38,83,75,8.05,broken clouds
355,Yeppoon,AU,-23.1333,150.7333,87.58,61,68,8.19,broken clouds
356,Marsh Harbour,BS,26.5412,-77.0636,78.78,80,100,15.46,overcast clouds
357,Tahe,CN,52.3333,124.7333,11.43,69,5,4.83,clear sky
358,Deputatskiy,RU,69.3,139.9,-33.3,100,95,0.69,overcast clouds
359,Naron,ES,43.5167,-8.1528,63.45,90,100,25.86,overcast clouds
360,Portland,US,45.5234,-122.6762,52.81,91,100,6.91,mist
361,Umm Lajj,SA,25.0213,37.2685,79.25,62,78,3.04,broken clouds
362,Nesna,NO,66.1967,13.0213,32.67,72,6,23.38,clear sky
363,Acarau,BR,-2.8856,-40.12,79.12,77,32,17.45,scattered clouds
364,Baracoa,CU,20.3467,-74.4958,79.03,88,64,13.18,broken clouds
365,Shubarkuduk,KZ,49.1447,56.4872,37.9,98,100,12.62,overcast clouds
366,Honningsvag,NO,70.9821,25.9704,28.15,93,100,14.97,overcast clouds
367,Sankt Johann Im Pongau,AT,47.35,13.2,37.51,99,100,2.26,overcast clouds
368,Storforshei,NO,66.4043,14.5233,29.98,59,30,11.5,scattered clouds
369,Salalah,OM,17.0151,54.0924,75.29,53,20,5.75,few clouds
370,Adre,TD,13.4667,22.2,68.09,30,29,12.75,scattered clouds
371,Ponta Delgada,PT,37.7333,-25.6667,65.12,88,75,10.36,broken clouds
372,Yuancheng,CN,36.652,107.7896,42.6,62,100,1.86,overcast clouds
373,Zhezkazgan,KZ,47.8043,67.7144,28.38,93,100,8.95,overcast clouds
374,Gladstone,AU,-23.85,151.25,84.13,39,59,11.5,broken clouds
375,Seara,PT,41.1818,-7.8003,62.17,96,100,16.42,light rain
376,Havre,FR,49.5833,0.3333,44.37,87,0,9.22,clear sky
377,Kasama,ZM,-10.2129,31.1808,62.6,91,51,3.06,broken clouds
378,Zaliztsi,UA,49.7919,25.373,29.68,97,100,8.28,overcast clouds
379,Banikoara,BJ,11.2985,2.4386,70.79,24,0,5.32,clear sky
380,Galle,LK,6.0367,80.217,79.79,76,61,8.7,broken clouds
381,Svetlyy,RU,54.675,20.1347,26.65,94,100,7.63,overcast clouds
382,Ulaangom,MN,49.9811,92.0667,10.45,89,100,2.55,overcast clouds
383,Ganta,LR,7.3022,-8.5308,68.43,72,5,0.49,clear sky
384,Dharur,IN,18.8167,76.1167,64.13,45,92,6.06,overcast clouds
385,Chingola,ZM,-12.529,27.8838,62.02,97,100,3.04,light rain
386,Ipora,BR,-16.4419,-51.1178,71.15,80,100,2.26,overcast clouds
387,Tome,CL,-36.6167,-72.95,57.81,74,12,7.56,few clouds
388,Komsomolskiy,UZ,40.4272,71.7189,41.72,93,100,4.61,mist
389,Chegdomyn,RU,51.1167,133.0167,7.95,83,92,1.9,overcast clouds
390,Ixtapa,MX,20.7,-105.2,75.22,83,0,0.0,clear sky
391,Iranshahr,IR,27.2025,60.6848,53.94,30,20,0.0,few clouds
392,Pisco,PE,-13.7,-76.2167,66.25,88,0,10.36,clear sky
393,Toropets,RU,56.4978,31.6353,27.16,96,100,5.3,light snow
394,Lagoa,PT,39.05,-27.9833,60.42,70,100,12.39,overcast clouds
395,Emba,KZ,48.8264,58.1442,36.01,99,100,12.15,overcast clouds
396,Youkounkoun,GN,12.5333,-13.1333,72.34,24,99,5.5,overcast clouds
397,Tura,IN,25.5198,90.2201,66.02,78,5,2.17,clear sky
398,Kununurra,AU,-15.7667,128.7333,85.98,74,40,8.05,scattered clouds
399,Cidreira,BR,-30.1811,-50.2056,67.89,92,100,8.9,overcast clouds
400,Zelenogorskiy,RU,55.0333,87.0,5.07,87,100,11.77,overcast clouds
401,Itarema,BR,-2.9248,-39.9167,78.94,77,40,16.46,scattered clouds
402,Katobu,ID,-4.9408,122.5276,86.61,66,86,3.69,moderate rain
403,Alexandria,EG,31.2156,29.9553,66.18,58,0,0.78,clear sky
404,Zyryanka,RU,65.75,150.85,-21.82,96,100,11.45,overcast clouds
405,Hobyo,SO,5.3505,48.5268,79.29,70,27,14.18,scattered clouds
406,Yumen,CN,40.2833,97.2,38.97,32,16,11.92,few clouds
407,Puerto Suarez,BO,-18.95,-57.8,75.13,73,99,6.02,overcast clouds
408,Ghanzi,BW,-21.5667,21.7833,74.82,59,94,6.38,overcast clouds
409,Boffa,GN,10.1667,-14.0333,73.51,78,57,1.7,broken clouds
410,Tiznit,MA,29.5833,-9.5,60.31,53,0,1.9,clear sky
411,Tesanj,BA,44.6117,17.9872,43.34,96,85,5.55,overcast clouds
412,Katherine,AU,-14.4667,132.2667,91.72,52,75,6.91,broken clouds
413,Taltal,CL,-25.4,-70.4833,62.91,80,25,2.37,scattered clouds
414,Ejido,VE,8.5514,-71.2375,63.91,96,14,1.74,few clouds
415,Lompoc,US,34.6391,-120.4579,61.59,75,0,5.75,clear sky
416,Eskil,TR,38.4017,33.4131,49.1,77,66,12.19,broken clouds
417,Ikalamavony,MG,-21.15,46.5833,64.85,84,3,4.56,clear sky
418,Farias Brito,BR,-6.9306,-39.5656,79.48,40,35,3.38,scattered clouds
419,Broken Hill,AU,-31.95,141.4333,68.58,39,0,5.19,clear sky
420,Naisud,PH,11.8058,122.1939,84.13,74,100,10.04,overcast clouds
421,Salekhard,RU,66.53,66.6019,3.69,87,100,11.21,overcast clouds
422,Cam Ranh,VN,11.9214,109.1591,82.36,83,20,3.44,few clouds
423,Kassala,SD,15.451,36.4,75.34,53,0,6.38,clear sky
424,Bocas Del Toro,PA,9.3333,-82.25,78.75,81,12,4.65,few clouds
425,Zhuji,CN,29.7188,120.2423,62.96,76,85,6.91,overcast clouds
426,Grand-Santi,GF,4.25,-54.3833,75.09,88,100,3.53,overcast clouds
427,Dano,BF,11.15,-3.0667,74.19,23,17,5.35,few clouds
428,Broome,US,42.2506,-75.833,37.78,67,0,8.05,clear sky
429,Esfarayen,IR,37.0765,57.5101,35.26,45,93,2.86,overcast clouds
430,Berbera,SO,10.4396,45.0143,77.09,68,0,5.08,clear sky
431,Concepcion Del Oro,MX,24.6333,-101.4167,59.13,61,67,8.68,broken clouds
432,Coquimbo,CL,-29.9533,-71.3436,60.53,82,100,4.61,overcast clouds
433,Coihueco,CL,-36.6167,-71.8333,68.74,49,0,9.22,clear sky
434,Leningradskiy,RU,69.3833,178.4167,-10.61,95,100,8.21,overcast clouds
435,San Andres,CO,12.5847,-81.7006,80.62,89,75,13.8,light rain
436,Saint-Augustin,CA,51.226,-58.6502,14.47,86,96,11.01,overcast clouds
437,Salinopolis,BR,-0.6136,-47.3561,80.02,80,19,11.39,few clouds
438,Itupiranga,BR,-5.1347,-49.3267,79.12,66,100,0.92,overcast clouds
439,Roald,NO,62.5833,6.1333,43.72,45,100,20.71,overcast clouds
440,Kulhudhuffushi,MV,6.6221,73.07,80.58,70,56,7.63,broken clouds
441,Khromtau,KZ,50.2503,58.4347,28.38,98,100,11.54,overcast clouds
442,Kailua,US,21.4022,-157.7394,82.38,62,40,11.5,scattered clouds
443,Cuamba,MZ,-14.8031,36.5372,71.49,81,40,3.94,scattered clouds
444,Mira,IT,45.4358,12.1348,47.05,91,75,6.91,light rain
445,Pokhara,NP,28.2333,83.9833,61.12,38,0,3.11,clear sky
446,Sioux Lookout,CA,50.1001,-91.917,26.67,93,100,5.75,overcast clouds
447,Ban Nahin,LA,18.2418,104.2122,82.87,65,100,1.68,overcast clouds
448,Grootfontein,NA,-19.5667,18.1167,74.57,46,98,5.86,overcast clouds
449,Chyhyryn,UA,49.0838,32.6555,35.01,80,95,11.81,overcast clouds
450,Pacific Grove,US,36.6177,-121.9166,58.64,72,0,4.0,clear sky
451,Kavaratti,IN,10.5669,72.642,79.54,50,51,3.4,broken clouds
452,Fiumicino,IT,41.7675,12.2291,51.78,80,40,12.66,light rain
453,Auki,SB,-8.7676,160.7034,87.26,61,26,3.18,scattered clouds
454,Sitka,US,57.0531,-135.33,44.49,81,100,8.05,light rain
455,Nakhon Phanom,TH,17.3333,104.4167,84.0,80,99,3.44,overcast clouds
456,Ormara,PK,25.2088,64.6357,74.61,28,72,9.24,broken clouds
457,Krasnoselkup,RU,65.7,82.4667,-18.9,97,96,7.65,overcast clouds
458,Dunedin,NZ,-45.8742,170.5036,58.5,61,96,9.1,overcast clouds
459,Doctor Phillips,US,28.4495,-81.4923,70.07,94,100,9.22,overcast clouds
460,Turukhansk,RU,65.8167,87.9833,-32.91,97,25,4.76,scattered clouds
461,Marondera,ZW,-18.1853,31.5519,60.62,79,100,5.61,overcast clouds
462,Beni,CD,0.5,29.4667,60.35,98,100,0.85,overcast clouds
463,Padang,ID,-0.9492,100.3543,75.25,78,87,2.01,light rain
464,Inuvik,CA,68.3499,-133.7218,18.36,92,100,5.75,light snow
465,Belyy Yar,RU,53.6039,91.3903,21.09,69,0,4.47,clear sky
466,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,75,11.16,broken clouds
467,San Vicente,AR,-26.6167,-54.1333,60.93,96,69,2.1,broken clouds
468,Kodinsk,RU,58.6881,99.1844,8.42,95,100,3.53,light snow
469,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,64,75,13.42,broken clouds
470,Champerico,GT,14.3,-91.9167,80.58,77,99,4.83,overcast clouds
471,Witu,KE,-2.3889,40.4382,74.66,93,81,5.66,light rain
472,Andenes,NO,69.3143,16.1194,33.78,75,0,13.8,clear sky
473,Coari,BR,-4.085,-63.1414,72.86,99,100,4.29,overcast clouds
474,Touros,BR,-5.1989,-35.4608,79.3,65,100,14.79,overcast clouds
475,Caravelas,BR,-17.7125,-39.2481,71.82,88,100,4.92,overcast clouds
476,Plouzane,FR,48.3833,-4.6167,55.45,100,100,14.97,light rain
477,Bud,US,39.447,-86.1758,42.75,61,2,6.96,clear sky
478,Airai,TL,-8.9266,125.4092,72.61,70,75,0.72,broken clouds
479,Corinth,GR,37.9407,22.9573,60.89,83,100,7.94,overcast clouds
480,Dori,BF,14.0354,-0.0345,74.86,16,100,8.19,overcast clouds
481,Maniitsoq,GL,65.4167,-52.9,18.34,80,70,12.37,broken clouds
482,Georgiyevka,KZ,43.0369,74.7114,41.04,100,75,4.47,mist
483,Port Hedland,AU,-20.3167,118.5667,86.05,45,99,12.66,overcast clouds
484,Olafsvik,IS,64.8945,-23.7142,37.96,74,30,20.96,scattered clouds
485,Magole,TZ,-6.3667,37.3667,71.56,90,84,2.28,light rain
486,Miri,MY,4.4148,114.0089,89.74,66,20,8.05,few clouds
487,Shar,KZ,49.5886,81.0453,11.12,95,100,5.3,overcast clouds
488,Palmer,US,42.1584,-72.3287,37.81,75,40,0.0,scattered clouds
489,Hami,CN,42.8,93.45,35.35,36,100,8.14,overcast clouds
490,Orikum,AL,40.3253,19.4714,59.77,62,53,19.71,light rain
491,Doctor Arroyo,MX,23.6667,-100.1833,57.16,86,29,8.05,scattered clouds
492,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,62.46,43,0,3.6,clear sky
493,Laguna,US,38.421,-121.4238,56.17,58,0,0.0,clear sky
494,Polyanka,UA,50.2584,27.6881,20.32,98,56,1.79,broken clouds
495,Brigantine,US,39.4101,-74.3646,46.02,70,0,6.91,clear sky
496,Onokhoy,RU,51.932,108.0747,2.95,81,22,3.36,few clouds
497,Kwidzyn,PL,53.7249,18.9311,35.24,93,100,7.29,overcast clouds
498,Erechim,BR,-27.6342,-52.2739,61.32,96,100,3.89,overcast clouds
499,Changping,CN,40.2186,116.2197,46.04,42,17,3.09,few clouds
500,Sarakhs,IR,36.5449,61.1577,51.94,40,0,4.61,clear sky
501,Harper,LR,4.375,-7.7169,77.49,85,0,7.76,light rain
502,Popondetta,PG,-8.7537,148.2534,93.87,42,100,6.26,overcast clouds
503,Barranca,PE,-10.75,-77.7667,65.05,83,9,5.68,clear sky
504,Bosaso,SO,11.2842,49.1816,73.38,69,0,1.9,clear sky
505,Taman,RU,45.2117,36.7161,46.2,69,65,4.88,broken clouds
506,Makushino,RU,55.2103,67.2442,2.82,94,12,3.02,few clouds
507,Jining,CN,35.405,116.5814,53.83,60,0,0.81,clear sky
508,Beringovskiy,RU,63.05,179.3167,-7.73,94,8,9.51,clear sky
509,Acapulco,MX,16.8634,-99.8901,80.42,83,40,2.3,scattered clouds
510,Arlit,NE,18.7369,7.3853,70.32,19,100,7.2,overcast clouds
511,Sigiriya,LK,7.9518,80.7426,75.11,79,49,7.78,scattered clouds
512,Patacamaya,BO,-17.2333,-67.9167,46.76,76,100,7.74,overcast clouds
513,Taldan,RU,53.6667,124.8,1.36,92,96,3.4,overcast clouds
514,Dandong,CN,40.1292,124.3947,45.21,62,0,1.99,clear sky
515,Pochutla,MX,15.7432,-96.4661,76.82,89,74,3.8,broken clouds
516,Ardakan,IR,32.31,54.0175,52.86,29,0,5.35,clear sky
517,Gold Coast,AU,-28.0,153.4333,80.24,42,98,13.8,overcast clouds
518,Meadow Lake,US,34.8014,-106.5436,42.13,33,100,1.54,overcast clouds
519,Rincon,US,32.296,-81.2354,60.76,68,100,5.75,overcast clouds
520,Waipawa,NZ,-41.4122,175.5153,65.64,43,7,11.1,clear sky
521,Springbok,ZA,-29.6643,17.8865,55.51,59,5,4.45,clear sky
522,Dakar,SN,14.6937,-17.4441,79.68,44,8,20.47,clear sky
523,Bhadasar,IN,28.2833,74.3167,60.03,28,0,5.01,clear sky
524,Zilupe,LV,56.3862,28.1217,20.86,95,98,5.61,overcast clouds
525,Maniwaki,CA,46.3834,-75.966,25.18,93,100,3.44,overcast clouds
526,Saint Anthony,US,45.0205,-93.218,28.74,85,0,0.0,clear sky
527,Whitecourt,CA,54.1502,-115.6855,33.04,80,75,5.75,broken clouds
528,Uvarovka,RU,55.5278,35.6061,32.07,99,100,2.44,overcast clouds
529,Pangnirtung,CA,66.1451,-65.7125,-1.39,66,43,6.24,scattered clouds
530,Karatau,KZ,43.1667,70.4667,41.61,90,83,2.59,broken clouds
531,Esterhazy,CA,50.65,-102.0843,29.25,88,98,7.25,overcast clouds
532,Hede,CN,33.7681,120.2517,58.33,78,73,7.09,broken clouds
533,Barbosa Ferraz,BR,-24.03,-52.0117,66.88,96,8,2.57,clear sky
534,Paamiut,GL,61.994,-49.6678,23.22,74,100,7.65,overcast clouds
535,Hervey Bay,AU,-25.2986,152.8535,75.74,62,77,10.94,broken clouds
536,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.17,96,80,2.62,broken clouds
537,Kenai,US,60.5544,-151.2583,33.89,96,100,9.22,light snow
538,Peleduy,RU,59.6289,112.7406,-12.95,96,100,2.95,overcast clouds
539,Kualakapuas,ID,-3.0091,114.3876,86.86,64,100,2.04,overcast clouds
540,Hualmay,PE,-11.0964,-77.6139,65.32,85,25,6.31,scattered clouds
541,Catarama,EC,-1.5833,-79.4667,79.14,58,87,5.64,overcast clouds
542,Weligama,LK,5.9667,80.4167,78.73,78,46,8.05,scattered clouds
543,Dali,CN,25.7,100.1833,56.35,58,34,0.94,scattered clouds
544,Khandyga,RU,62.6667,135.6,-33.0,98,72,1.48,broken clouds
545,Severnyy,RU,50.677,36.5532,30.24,93,100,11.18,heavy snow
546,Ulaanbaatar,MN,47.9077,106.8832,6.93,72,100,2.24,overcast clouds
547,Oranjestad,AW,12.524,-70.027,80.91,85,20,10.36,few clouds
548,Nemuro,JP,43.3236,145.575,40.55,55,24,6.02,few clouds
549,Jumla,NP,29.2747,82.1838,45.37,27,0,4.61,clear sky
550,Dahanu,IN,19.9667,72.7333,68.43,42,77,6.33,broken clouds
551,Kabanjahe,ID,3.1001,98.4908,68.61,78,100,4.52,overcast clouds
552,Amga,RU,60.8953,131.9608,-14.35,97,100,1.03,overcast clouds
553,Ivybridge,GB,50.3904,-3.9191,52.27,93,100,21.56,overcast clouds
554,Cockburn Town,TC,21.4612,-71.1419,81.37,77,15,23.8,light rain
555,Chara,RU,56.9064,118.2631,-5.8,82,58,0.78,broken clouds
556,Pangody,RU,65.85,74.4859,-16.76,99,100,5.95,overcast clouds
557,Innisfail,AU,-17.5333,146.0333,87.44,55,74,9.86,broken clouds
558,Kariba,ZW,-16.5167,28.8,72.86,71,100,2.82,overcast clouds
559,Monroe,US,43.1501,-77.6831,41.54,68,75,9.22,broken clouds
560,Lingao,CN,19.9103,109.6859,78.8,85,86,8.79,overcast clouds
561,Quatre Cocos,MU,-20.2078,57.7625,76.08,82,10,5.77,clear sky
562,Mount Isa,AU,-20.7333,139.5,89.37,13,14,10.36,few clouds
563,Keningau,MY,5.3378,116.1602,85.23,65,67,1.21,broken clouds
564,Lodwar,KE,3.1191,35.5973,81.68,55,95,15.84,overcast clouds
565,Marawi,PH,7.9986,124.2928,80.26,68,100,3.06,overcast clouds
566,Amapa,BR,1.0,-52.0,72.05,98,100,3.71,overcast clouds
567,Sakakah,SA,29.9697,40.2064,65.77,50,100,5.28,overcast clouds
568,Mabaruma,GY,8.2,-59.7833,72.99,99,49,2.82,scattered clouds
569,Parabel,RU,58.6978,81.4825,-7.17,93,100,15.88,overcast clouds
570,Cabra,ES,37.4725,-4.4421,56.16,93,95,7.0,overcast clouds
571,Georgiyevskoye,RU,58.731,45.024,21.76,54,100,9.48,light snow
572,Janoshalma,HU,46.2986,19.3258,45.95,74,100,16.62,light rain
573,Edd,ER,13.9297,41.6925,81.52,48,0,16.53,clear sky
574,Asyut,EG,27.181,31.1837,61.25,61,0,7.76,clear sky
575,Windsor,CA,42.3001,-83.0165,42.89,68,0,9.22,clear sky
576,Manbij,SY,36.5281,37.9549,53.55,71,0,8.23,clear sky
577,Planaltina,BR,-15.4528,-47.6142,65.77,88,100,1.9,overcast clouds
578,Tsabong,BW,-26.0217,22.401,71.89,45,0,13.06,clear sky
579,Opuwo,NA,-18.0607,13.84,73.15,48,100,4.05,overcast clouds
580,Nantucket,US,41.2835,-70.0995,50.11,69,0,17.27,clear sky
581,Brezoi,RO,45.338,24.2486,41.22,94,100,1.01,overcast clouds
582,Churapcha,RU,62.0025,132.4325,-18.18,96,100,0.4,overcast clouds
583,Emerald,AU,-23.5333,148.1667,85.33,25,60,6.26,broken clouds
584,Berlevag,NO,70.8578,29.0864,28.4,86,34,8.05,scattered clouds
585,Nouadhibou,MR,20.931,-17.0347,69.78,60,0,16.11,clear sky
586,Whitehorse,CA,60.7161,-135.0538,30.97,86,75,12.66,broken clouds
587,Guarapari,BR,-20.6667,-40.4975,72.9,92,100,7.02,overcast clouds
588,Missao Velha,BR,-7.2497,-39.1431,79.29,65,20,0.0,few clouds
589,Bataipora,BR,-22.2953,-53.2711,71.1,90,84,2.68,broken clouds
590,Waddan,LY,29.1614,16.139,55.26,26,11,7.54,few clouds
591,Mecca,SA,21.4267,39.8261,75.94,72,2,1.45,clear sky
592,Qesarya,IL,32.5189,34.9046,60.35,74,1,5.48,clear sky
593,Sakaraha,MG,-22.9,44.5333,66.9,61,0,4.27,clear sky
594,Derzhavinsk,KZ,51.1,66.3167,7.32,96,70,5.12,broken clouds
595,La Ronge,CA,55.1001,-105.2842,30.42,86,20,5.75,few clouds
596,Aloleng,PH,16.1307,119.7824,85.26,66,97,9.04,overcast clouds
597,Vardo,NO,70.3705,31.1107,31.98,93,75,6.91,broken clouds
598,San Quintin,MX,30.4833,-115.95,61.57,62,59,6.67,broken clouds
599,Tateyama,JP,34.9833,139.8667,57.13,94,75,9.22,light intensity shower rain
600,Alta Floresta,BR,-9.8756,-56.0861,70.95,95,78,1.19,broken clouds
601,Coahuayana,MX,18.7333,-103.6833,75.81,85,5,1.43,clear sky
602,Strathpeffer,GB,57.588,-4.5382,36.16,94,91,2.59,overcast clouds
603,Asau,RO,46.4333,26.4,34.72,89,100,2.46,overcast clouds
604,Hovd,MN,48.0056,91.6419,23.23,48,100,9.24,overcast clouds
605,Omsukchan,RU,62.5333,155.8,-9.47,98,100,10.63,light snow
606,Darnah,LY,32.767,22.6367,62.01,63,59,15.75,broken clouds
607,Alofi,NU,-19.0595,-169.9187,82.29,65,40,11.5,scattered clouds
608,Bay City,US,43.5945,-83.8889,34.99,82,75,6.91,broken clouds
609,Coevorden,NL,52.661,6.7405,47.05,90,100,15.1,overcast clouds
610,Orange,US,33.7,-117.7675,66.65,41,0,0.0,clear sky
611,Najran,SA,17.4924,44.1277,54.25,52,0,2.04,clear sky
612,Dalian,CN,38.9122,121.6022,53.53,66,40,15.66,scattered clouds
613,Kangaatsiaq,GL,68.3065,-53.4641,23.47,83,100,5.61,overcast clouds
614,Gaoual,GN,11.75,-13.2,70.57,38,92,2.33,overcast clouds
615,Boyolangu,ID,-8.1181,111.8935,81.5,75,100,5.12,light rain
616,Amahai,ID,-3.3333,128.9167,87.69,63,75,3.65,broken clouds
617,Balkanabat,TM,39.5108,54.3671,63.61,28,100,4.83,overcast clouds
618,Xinye,CN,32.5186,112.3522,57.11,66,7,2.21,clear sky
619,Pattaya,TH,12.9333,100.8833,86.5,72,100,9.82,overcast clouds
620,Maragogi,BR,-9.0122,-35.2225,75.43,81,15,8.52,few clouds
621,Tornio,FI,65.8481,24.1466,6.82,89,37,5.61,scattered clouds
622,Laredo,US,27.5064,-99.5075,52.09,100,100,3.44,mist
623,Margate,GB,51.3813,1.3862,41.7,92,7,1.99,clear sky
624,Babynino,RU,54.39,35.73,31.75,98,100,4.83,overcast clouds
625,Craig,US,40.5153,-107.5464,31.62,73,0,0.0,clear sky
626,Hastings,GB,50.8552,0.5729,47.79,92,32,12.33,scattered clouds
627,Yanam,IN,16.7333,82.2167,77.76,87,96,7.7,overcast clouds
628,Tecoanapa,MX,16.5167,-98.75,79.14,78,0,4.12,clear sky
629,Linjiang,CN,41.8069,126.9078,41.97,69,99,1.45,overcast clouds
630,Wanning,CN,18.8003,110.3967,80.62,83,20,3.4,few clouds
631,Marovoay,MG,-16.1,46.6333,75.88,83,0,2.01,clear sky
632,Manakara,MG,-22.1333,48.0167,71.55,89,71,3.96,light rain
633,Nome,US,64.5011,-165.4064,21.27,86,100,0.0,overcast clouds
634,Yantal,RU,56.8471,105.2542,11.62,81,100,5.37,overcast clouds
635,Itoman,JP,26.1247,127.6694,73.42,96,75,8.05,mist
636,Mier,MX,26.4333,-99.15,52.05,91,100,3.15,overcast clouds
637,Kathmandu,NP,27.7167,85.3167,50.22,87,20,2.3,mist
638,Karasjok,NO,69.4719,25.5112,15.12,100,100,4.74,overcast clouds
639,Benidorm,ES,38.5382,-0.131,69.42,67,87,18.3,overcast clouds
640,Sucua,EC,-2.4667,-78.1667,69.93,99,100,2.44,moderate rain
641,Contamana,PE,-7.3333,-75.0167,72.84,96,100,1.79,overcast clouds
642,Gigmoto,PH,13.7796,124.39,82.26,84,100,8.86,overcast clouds
643,Lake City,US,30.1897,-82.6393,62.65,82,100,5.75,overcast clouds
644,Brae,GB,60.3964,-1.353,46.67,86,100,34.25,light rain
645,Susanville,US,40.4163,-120.653,33.8,80,0,3.44,clear sky
646,Paoua,CF,7.2427,16.4406,67.6,36,5,3.56,clear sky
647,Barstow,US,34.8986,-117.0228,52.79,18,0,1.66,clear sky
648,Bijar,IR,35.8668,47.6051,42.53,32,100,5.3,overcast clouds
649,Victoria Point,AU,-27.5833,153.3,82.9,28,100,4.0,overcast clouds
650,Kharitonovo,RU,61.4009,47.4978,12.27,97,99,4.85,overcast clouds
651,Wum,CM,6.3833,10.0667,63.97,54,0,3.94,clear sky
652,Turan,VN,16.0678,108.2208,80.58,89,75,3.44,broken clouds
653,Nang Rong,TH,14.6377,102.7914,73.94,95,100,6.82,overcast clouds
654,Shu,KZ,43.5983,73.7614,41.72,94,100,3.02,overcast clouds
655,Panama City,PA,8.9936,-79.5197,79.38,87,75,4.61,broken clouds
656,Ilabaya,PE,-17.4208,-70.5133,64.4,70,100,1.12,overcast clouds
657,Saint George,US,37.1041,-113.5841,47.79,33,0,3.44,clear sky
658,Gongzhuling,CN,43.5008,124.8198,36.95,43,94,5.64,overcast clouds
659,Biloela,AU,-24.4167,150.5,81.32,20,81,6.04,broken clouds
660,Gunjur,GM,13.2019,-16.7339,68.07,88,0,9.22,clear sky
661,Aksu,CN,41.1231,80.2644,34.05,30,99,2.28,overcast clouds
662,Sorada,IN,19.75,84.4333,73.0,73,84,1.86,broken clouds
663,High Level,CA,58.5169,-117.136,32.11,93,0,6.91,clear sky
664,Manzanillo,CU,20.3433,-77.1167,76.89,84,100,9.66,overcast clouds
665,Arraias,BR,-12.9288,-46.9437,69.01,81,93,2.8,overcast clouds
666,Neuruppin,DE,52.9282,12.8031,34.99,96,100,6.38,overcast clouds
667,Lishui,CN,28.4604,119.9103,62.76,86,100,4.38,overcast clouds
668,Yantzaza,EC,-3.8278,-78.7594,67.44,96,98,0.87,light rain
669,Agadez,NE,19.75,10.25,62.73,22,100,11.23,overcast clouds
670,Miramar,US,25.9873,-80.2323,78.01,88,0,0.0,clear sky
671,Panzhihua,CN,26.5851,101.7128,60.26,61,38,1.1,scattered clouds
672,Aksarka,RU,66.5606,67.7975,0.41,91,100,12.53,overcast clouds
673,Voznesenskaya,RU,44.5527,41.0318,44.62,87,49,9.95,scattered clouds
674,Kuldiga,LV,56.974,21.9572,29.89,84,54,3.76,broken clouds
675,Gorom-Gorom,BF,14.4439,-0.2361,75.07,16,100,9.51,overcast clouds
676,Valparaiso,CL,-33.0393,-71.6273,55.04,94,0,3.44,clear sky
677,Manzhouli,CN,49.6,117.4333,6.35,79,9,1.52,clear sky
678,Bijie,CN,27.3125,105.2942,52.97,87,99,2.15,overcast clouds
679,Bowen,AU,-20.0167,148.2333,82.33,76,99,14.83,light rain
680,Vikhorevka,RU,56.1201,101.1636,17.19,90,100,4.7,overcast clouds
681,Mezen,RU,65.8522,44.24,17.17,96,27,4.56,scattered clouds
